pname,cluster_kmeans,cluster_hdbscan,cluster_birch
4cie,26,-1,13
4cif,26,-1,13
4cig,26,-1,13
4cik,23,-1,19
4cip,42,-1,28
4ciw,22,-1,17
4ciy,22,-1,17
4cj3,33,-1,19
4cj4,33,-1,35
4cj5,33,-1,19
4cj6,44,-1,46
4cje,34,-1,6
4cjf,33,-1,19
4cjk,33,-1,35
4cjl,33,-1,19
4cjp,33,-1,19
4cjq,26,-1,13
4cjr,13,-1,46
4cjs,33,-1,19
4cju,33,-1,19
4cjv,13,-1,19
4cjw,13,-1,19
4cjx,33,-1,19
4ck1,33,-1,19
4ck2,33,-1,19
4ck3,33,-1,35
4cki,46,-1,14
4ckj,46,-1,14
4ckr,10,-1,34
4cku,13,-1,46
4cl6,13,-1,19
4cl8,6,-1,0
4cla,42,-1,19
4cld,6,-1,18
4cli,19,-1,26
4clj,2,-1,14
4clk,7,-1,30
4clp,7,-1,2
4clr,32,-1,35
4clt,7,-1,38
4clw,7,-1,2
4clz,7,-1,41
4cm1,6,-1,0
4cm3,4,-1,35
4cm5,13,-1,19
4cm8,13,-1,46
4cm9,24,-1,46
4cmb,24,-1,46
4cme,33,-1,19
4cmi,44,-1,19
4cmo,49,-1,7
4cmt,20,-1,7
4cmu,20,-1,7
4cne,32,-1,19
4cnf,13,-1,19
4cng,24,-1,46
4cnh,20,-1,7
4cno,24,-1,46
4cnz,37,-1,13
4co0,44,-1,46
4co1,33,-1,19
4co2,34,-1,36
4co3,23,-1,30
4co4,7,-1,3
4coe,5,-1,26
4coq,39,-1,31
4cou,1,-1,28
4cov,3,-1,6
4cow,33,-1,19
4coy,1,-1,28
4coz,1,-1,28
4cp4,0,-1,22
4cp5,26,-1,36
4cp9,18,-1,3
4cpb,42,-1,3
4cpe,12,-1,23
4cph,7,-1,30
4cpi,1,-1,28
4cpk,1,-1,35
4cpn,5,-1,4
4cpx,5,-1,26
4cpy,35,-1,4
4cpz,0,-1,18
4cq0,5,22,26
4cq5,15,-1,19
4cq8,9,-1,32
4cqd,3,-1,31
4cqf,28,-1,4
4cqm,44,-1,46
4cqr,12,-1,23
4cqu,12,-1,46
4cr5,48,-1,21
4cr8,4,-1,35
4cr9,48,18,21
4cra,8,18,21
4crb,48,18,21
4crc,8,18,12
4crd,8,-1,21
4cre,48,18,21
4crf,5,-1,26
4crg,48,18,21
4crj,7,-1,2
4crl,14,-1,16
4crv,32,-1,19
4cs4,20,-1,26
4cs9,1,-1,35
4csd,23,-1,19
4csj,0,-1,1
4css,47,-1,12
4cst,8,-1,12
4csv,48,-1,21
4ct1,3,-1,5
4ct2,49,-1,5
4ct7,31,-1,0
4cta,18,-1,3
4ctb,2,16,14
4ctc,49,-1,7
4cte,26,-1,19
4cth,39,-1,31
4ctj,32,-1,19
4ctk,3,-1,16
4ctm,43,0,44
4ctn,43,0,44
4cto,43,0,44
4ctp,12,10,23
4ctq,15,15,0
4ctr,12,10,23
4ctt,12,10,23
4ctu,12,10,23
4ctv,15,15,0
4ctw,15,15,0
4ctx,12,10,23
4cty,32,26,35
4ctz,32,-1,35
4cu0,32,26,35
4cu1,15,-1,0
4cu7,14,-1,17
4cu8,14,-1,17
4cub,13,-1,46
4cuc,23,-1,23
4cul,32,26,35
4cum,32,-1,35
4cun,4,-1,0
4cv0,21,-1,29
4cv2,13,-1,46
4cv3,13,-1,46
4cvb,34,-1,31
4cvc,34,-1,31
4cvg,32,26,35
4cvn,18,-1,3
4cw5,38,-1,34
4cw7,1,-1,35
4cwb,48,-1,33
4cwd,4,-1,13
4cwf,27,16,20
4cwn,2,16,14
4cwo,2,16,14
4cwp,27,16,20
4cwq,2,16,20
4cwr,2,16,14
4cws,2,16,14
4cwt,2,16,20
4cwv,32,26,35
4cww,1,-1,35
4cwx,32,26,19
4cwy,15,-1,0
4cwz,13,-1,19
4cx0,32,26,19
4cx1,15,-1,0
4cx2,32,26,35
4cx3,15,-1,0
4cx4,15,15,0
4cx5,15,15,0
4cx6,12,10,23
4cxq,23,-1,35
4cxr,1,-1,35
4cyd,45,-1,1
4cyh,36,-1,10
4cyi,13,-1,19
4cyn,11,-1,17
4cyo,39,-1,21
4cyp,11,-1,17
4cyq,39,-1,31
4cz1,24,-1,19
4czf,27,-1,20
4czg,9,-1,32
4czh,9,-1,32
4czj,27,-1,20
4czl,9,-1,32
4czm,9,-1,32
4czs,44,-1,3
4d00,30,-1,42
4d02,18,-1,3
4d06,37,-1,6
4d08,14,-1,10
4d09,14,-1,10
4d0g,2,-1,14
4d0n,38,-1,7
4d0t,35,-1,33
4d0w,46,-1,34
4d0x,46,-1,14
4d0z,34,-1,36
4d12,49,-1,10
4d13,49,-1,10
4d17,49,-1,10
4d19,49,-1,10
4d1o,32,26,35
4d1p,15,-1,0
4d1s,20,-1,12
4d1x,2,-1,20
4d1z,48,-1,29
4d2c,13,-1,19
4d2r,19,-1,4
4d2s,21,-1,12
4d2y,12,10,23
4d2z,15,15,0
4d30,12,10,23
4d31,12,10,23
4d32,12,10,23
4d33,15,-1,0
4d34,15,-1,35
4d35,15,-1,0
4d36,15,-1,0
4d37,15,-1,0
4d38,15,-1,0
4d39,32,26,35
4d3a,32,26,35
4d3b,15,-1,0
4d3i,48,14,39
4d3j,5,-1,39
4d3k,8,14,21
4d3m,48,14,39
4d3n,21,-1,39
4d3o,48,14,39
4d3t,5,14,39
4d3u,48,-1,21
4d3v,8,14,39
4d3w,13,-1,46
4d42,21,-1,29
4d46,34,-1,18
4d49,42,-1,28
4d4b,18,-1,3
4d4c,18,-1,3
4d4d,42,-1,19
4d4g,42,-1,28
4d4i,24,-1,19
4d4s,3,-1,6
4d4u,33,-1,19
4d52,33,-1,19
4d56,44,-1,3
4d57,32,-1,3
4d5b,42,-1,3
4d5d,42,-1,3
4d5h,3,-1,16
4d5i,23,-1,13
4d5j,36,-1,10
4d5o,23,-1,13
4d5p,36,-1,10
4d5q,36,-1,10
4d5v,36,-1,10
4d62,24,27,46
4d63,24,-1,46
4d6a,5,-1,39
4d6b,22,-1,39
4d6p,42,-1,28
4d6z,0,-1,49
4d72,25,-1,1
4d75,0,-1,15
4d79,15,-1,13
4d7a,15,-1,15
4d7b,36,-1,10
4d7h,5,14,39
4d7i,5,-1,39
4d7j,48,14,39
4d7m,16,-1,40
4d7n,6,-1,18
4d7o,12,10,23
4d81,1,-1,28
4d83,27,16,20
4d86,15,-1,31
4d88,46,-1,14
4d89,46,-1,14
4d8a,40,-1,8
4d8c,2,-1,14
4d8n,5,-1,26
4d8s,11,-1,18
4d8v,44,-1,3
4d8z,38,-1,34
4d96,24,-1,46
4d97,42,-1,28
4d99,42,-1,28
4d9b,24,-1,46
4d9c,44,-1,43
4d9e,24,-1,46
4d9h,12,-1,43
4d9m,18,-1,23
4d9n,32,-1,19
4d9p,40,-1,8
4da5,24,-1,19
4da6,24,-1,28
4da7,42,-1,46
4dae,32,-1,13
4daf,40,-1,8
4dai,40,-1,8
4dat,33,-1,19
4db7,40,-1,8
4dbc,36,-1,7
4dbs,28,-1,4
4dbw,25,-1,10
4dc2,20,24,12
4dce,20,-1,12
4dcg,3,-1,6
4dch,16,-1,15
4dcm,13,-1,46
4dcs,18,-1,41
4dct,1,-1,3
4dcu,45,-1,41
4dd8,4,-1,48
4ddh,1,-1,35
4ddk,13,-1,46
4ddl,5,20,26
4ddm,4,-1,48
4ddn,24,-1,28
4ddr,39,-1,33
4dds,41,-1,6
4ddy,37,-1,6
4de0,33,-1,19
4de1,42,-1,19
4de2,42,-1,19
4de3,33,-1,19
4de5,33,-1,19
4dea,7,-1,2
4dec,42,-1,28
4dee,10,-1,37
4deg,46,11,14
4deh,21,-1,10
4dei,21,-1,29
4del,42,-1,19
4dem,44,-1,2
4den,13,-1,46
4der,15,6,16
4des,25,-1,15
4det,15,-1,0
4deu,15,6,16
4dew,15,6,16
4dfb,14,-1,17
4dff,2,-1,14
4dfl,27,-1,20
4dfn,27,16,20
4dfr,5,-1,4
4dfu,14,-1,17
4dfw,4,-1,35
4dfx,48,-1,14
4dg0,46,-1,14
4dg8,1,-1,3
4dgb,13,-1,19
4dgm,27,-1,20
4dgn,28,-1,4
4dgr,28,-1,4
4dh6,2,11,14
4dhl,4,-1,48
4dhm,26,-1,35
4dhn,4,-1,48
4dho,26,-1,36
4dhp,4,-1,48
4dhq,26,-1,35
4dhr,4,-1,35
4dhs,4,-1,48
4dht,4,-1,35
4dhu,26,-1,36
4dhy,16,0,44
4di8,24,27,46
4di9,24,27,46
4did,37,-1,28
4dij,8,-1,21
4dja,49,-1,5
4djo,28,-1,4
4djp,28,-1,4
4djq,28,-1,4
4djr,19,-1,4
4dju,27,16,20
4djv,46,11,14
4djw,46,11,14
4djx,2,12,14
4djy,46,11,14
4dk4,29,-1,3
4dk7,26,-1,36
4dkb,24,-1,19
4dko,14,-1,17
4dkp,34,-1,17
4dkq,22,-1,17
4dkr,14,-1,17
4dkx,30,-1,38
4dl8,44,-1,46
4dlc,24,-1,46
4dld,7,-1,41
4dli,30,-1,38
4dlk,42,-1,28
4dlr,49,-1,38
4dls,18,-1,3
4dlt,18,-1,3
4dlu,18,-1,3
4dlv,17,-1,2
4dlw,1,-1,28
4dlx,17,-1,2
4dly,10,-1,38
4dlz,17,-1,2
4dm6,0,-1,22
4dm8,13,-1,35
4dma,6,-1,48
4dmg,4,-1,28
4dmn,13,-1,35
4dmw,44,-1,46
4dn8,24,27,46
4dnj,6,-1,18
4do1,6,-1,18
4do4,32,-1,19
4do5,32,-1,19
4do6,32,-1,19
4doe,6,-1,0
4dol,42,-1,28
4doo,13,-1,28
4dpd,48,-1,21
4dpl,31,-1,30
4dpt,3,-1,49
4dpu,25,-1,13
4dpy,3,-1,49
4dq2,21,-1,29
4dqb,20,-1,26
4dqc,20,-1,26
4dqe,19,-1,4
4dqf,20,-1,26
4dqh,19,-1,4
4dqk,26,-1,35
4dql,26,-1,35
4dr9,25,-1,49
4dre,6,-1,18
4drq,34,-1,18
4drv,24,-1,19
4ds8,6,-1,18
4dsc,15,-1,16
4dsg,1,-1,28
4dsh,18,-1,3
4dsn,1,-1,28
4dso,45,-1,40
4dst,1,-1,28
4dsu,7,-1,3
4dt8,14,-1,17
4dt9,21,-1,7
4dta,19,-1,4
4dtb,36,-1,7
4dti,6,-1,18
4dtk,20,24,26
4dtw,22,-1,17
4dtz,22,-1,33
4du2,22,-1,17
4du7,41,-1,13
4du8,31,-1,42
4dub,22,-1,17
4due,22,-1,17
4duf,11,-1,18
4duh,48,-1,21
4dv8,34,-1,16
4dv9,46,-1,34
4dve,24,27,46
4dvf,46,12,14
4dvi,20,24,26
4dvn,0,-1,22
4dvr,39,-1,16
4dvs,14,-1,17
4dvt,22,-1,17
4dvv,36,-1,42
4dvw,14,-1,17
4dvx,36,-1,42
4dw3,26,-1,0
4dw4,26,-1,19
4dw5,34,-1,31
4dw6,46,-1,14
4dwb,23,-1,3
4dwg,7,-1,30
4dwv,33,-1,19
4dx5,3,-1,6
4dxa,29,-1,24
4dxd,1,-1,3
4dxg,42,-1,28
4dxj,25,-1,1
4dy6,43,-1,44
4dyg,26,-1,19
4dzz,29,-1,3
4e03,18,-1,43
4e0r,33,-1,19
4e0w,10,-1,9
4e0x,30,-1,2
4e13,34,-1,36
4e1b,33,-1,28
4e1k,24,-1,46
4e1m,26,-1,36
4e1n,26,-1,36
4e1o,18,-1,41
4e1z,46,-1,29
4e28,23,-1,13
4e2j,36,-1,5
4e2o,15,-1,0
4e2v,20,24,26
4e2w,30,-1,15
4e2x,36,-1,15
4e2y,36,-1,10
4e2z,43,-1,9
4e30,36,-1,10
4e31,43,-1,9
4e32,30,-1,15
4e33,43,-1,9
4e3d,5,22,26
4e3f,5,-1,26
4e3q,23,-1,13
4e4k,14,7,16
4e4l,46,-1,14
4e4m,46,-1,14
4e4n,46,-1,34
4e4q,39,-1,49
4e5d,45,-1,35
4e5f,35,-1,11
4e5j,5,-1,4
4e5l,35,-1,11
4e5w,46,-1,34
4e67,4,-1,35
4e6a,3,-1,6
4e6c,31,-1,15
4e6d,46,-1,34
4e6q,2,-1,14
4e70,45,-1,30
4e90,35,-1,11
4e91,13,-1,46
4e92,13,-1,46
4e93,27,-1,20
4e96,28,-1,4
4e99,33,-1,19
4e9u,34,-1,31
4e9z,22,-1,33
4ea0,34,-1,36
4ea1,34,-1,31
4ea2,34,-1,36
4ea7,24,27,46
4ea9,24,27,46
4eaa,24,-1,46
4eab,24,27,46
4ear,45,-1,13
4eax,18,-1,3
4eay,10,-1,9
4eb3,10,-1,24
4eb8,30,-1,42
4ebf,24,-1,46
4ebv,3,-1,16
4ebz,13,-1,35
4ec0,6,-1,1
4edf,42,-1,28
4edg,13,-1,19
4edk,24,29,46
4edr,1,-1,19
4edt,24,-1,28
4edv,42,-1,19
4edy,45,-1,13
4edz,23,-1,13
4ee0,45,-1,1
4ee1,33,-1,19
4ee7,42,-1,28
4eeh,2,16,14
4eep,0,-1,30
4eer,0,-1,30
4ees,30,-1,38
4eet,7,-1,38
4eeu,18,-1,3
4ef4,23,-1,30
4ef6,13,-1,46
4ef8,7,-1,41
4ef9,13,-1,19
4efh,20,-1,14
4efk,42,-1,28
4efs,28,-1,4
4eft,27,16,20
4efu,27,16,20
4egc,40,-1,44
4egh,2,16,14
4egk,27,16,20
4egn,6,-1,18
4ego,4,-1,48
4eh2,38,-1,40
4eh3,30,-1,38
4eh4,30,-1,37
4eh5,30,-1,38
4eh6,30,-1,38
4eh7,30,-1,38
4eh8,30,-1,38
4eh9,30,-1,38
4ehh,24,-1,46
4eht,10,-1,24
4ehu,29,-1,3
4ehv,7,-1,38
4ehy,42,-1,46
4ehz,46,-1,14
4ei4,20,-1,12
4ei7,13,-1,46
4eip,24,-1,46
4eiy,15,-1,0
4ej1,3,-1,49
4ej8,19,-1,10
4ejd,19,-1,4
4ejg,15,-1,0
4ejh,35,-1,4
4eji,39,-1,10
4ejj,26,-1,0
4ejk,19,-1,4
4ejl,19,-1,4
4ek1,0,-1,22
4ek7,16,-1,15
4ek9,34,-1,0
4ekl,20,24,26
4ekv,34,-1,36
4eky,27,-1,20
4el0,43,2,9
4el5,27,-1,20
4el9,21,-1,29
4ele,35,-1,12
4elf,28,-1,4
4elg,28,-1,4
4elh,47,-1,12
4em7,37,-1,6
4em9,15,-1,0
4emv,45,-1,30
4en4,44,-1,3
4eng,24,-1,46
4enh,12,-1,23
4eo3,11,-1,18
4eo6,37,-1,35
4eo8,15,-1,0
4eoh,24,-1,46
4eoi,21,-1,26
4eoj,49,-1,5
4eol,49,-1,7
4eom,2,-1,20
4eon,20,-1,26
4eoo,21,-1,26
4eop,20,24,26
4eoq,49,-1,5
4eor,2,-1,14
4eox,20,-1,26
4ep7,25,-1,1
4ep9,22,-1,17
4eph,5,-1,39
4epl,13,-1,46
4epm,6,-1,18
4epp,36,-1,42
4epq,36,-1,17
4epr,17,-1,2
4ept,7,-1,41
4epv,7,-1,2
4epw,17,-1,38
4epx,7,-1,38
4epy,7,-1,38
4eq4,32,-1,6
4eqc,19,-1,7
4eqe,41,-1,30
4eqg,42,-1,3
4eqh,18,-1,3
4eqk,26,-1,35
4eql,34,-1,6
4equ,35,-1,4
4eqx,18,-1,3
4er2,22,-1,17
4er4,14,-1,1
4ere,8,-1,21
4erf,8,-1,21
4erk,28,-1,4
4erw,2,-1,14
4es5,26,-1,35
4esi,23,-1,13
4euu,49,-1,29
4eux,15,15,0
4evi,42,-1,46
4evs,37,-1,28
4ew2,46,-1,14
4ew3,5,-1,14
4ewh,21,-1,29
4ewn,42,-1,19
4ewo,46,11,14
4exg,46,11,14
4exh,24,27,46
4exo,24,-1,46
4exs,22,-1,33
4ey2,35,-1,10
4eyb,35,-1,10
4eyf,35,-1,10
4eyg,18,-1,3
4eyj,37,-1,6
4eyk,18,-1,2
4eyl,19,-1,4
4eym,3,-1,6
4eyw,22,-1,17
4ez3,20,-1,26
4ez7,49,-1,26
4f04,1,-1,28
4f07,24,27,46
4f09,46,-1,34
4f0b,26,-1,19
4f0e,42,-1,28
4f0f,3,-1,1
4f10,18,-1,3
4f1l,25,-1,1
4f1m,31,-1,5
4f1o,3,-1,16
4f1t,3,-1,25
4f1w,33,-1,28
4f1y,34,-1,36
4f22,34,-1,18
4f29,0,-1,22
4f2b,15,-1,0
4f2o,23,-1,13
4f2p,4,-1,48
4f2q,16,-1,15
4f2w,1,-1,48
4f31,26,-1,36
4f39,34,-1,36
4f3c,1,-1,35
4f3g,0,-1,22
4f3i,20,24,26
4f3k,26,-1,0
4f4b,13,-1,46
4f4p,27,-1,20
4f5b,24,-1,46
4f64,49,-1,29
4f65,49,-1,29
4f6v,11,-1,17
4f6x,22,-1,33
4f6z,26,-1,0
4f7e,42,-1,23
4f7v,9,-1,32
4f7w,45,-1,13
4f8l,13,-1,19
4f8n,24,-1,46
4f8o,32,-1,19
4f8p,24,-1,46
4f96,13,-1,19
4f97,13,-1,19
4f99,21,-1,29
4f9a,3,-1,16
4f9b,49,-1,5
4f9c,21,-1,29
4f9m,39,-1,31
4f9u,33,-1,19
4f9v,37,-1,15
4f9w,43,-1,9
4f9y,38,-1,40
4fa2,30,-1,38
4fa3,25,-1,15
4fag,16,-1,15
4fai,36,-1,49
4fal,28,-1,4
4fam,28,-1,4
4fat,0,-1,22
4fbe,23,-1,23
4fbv,42,-1,28
4fbx,47,-1,12
4fcb,5,-1,26
4fcd,28,-1,4
4fch,0,-1,22
4fcp,27,16,20
4fcq,27,16,20
4fcr,27,16,20
4fcw,34,-1,1
4fdc,42,-1,28
4fdn,39,-1,31
4fdo,5,-1,10
4fdu,1,-1,3
4fe2,42,-1,28
4fe3,42,-1,28
4feg,37,-1,0
4feq,15,-1,0
4fes,24,-1,19
4ff8,15,-1,19
4ffg,31,-1,25
4ffh,31,-1,30
4ffi,31,-1,30
4ffs,6,-1,18
4fg2,49,-1,5
4fg8,48,-1,21
4fg9,48,-1,29
4fgc,24,-1,46
4fgg,20,-1,12
4fgh,20,-1,12
4fgx,38,-1,34
4fgz,38,-1,29
4fh2,44,-1,3
4fh5,25,-1,15
4fhc,32,-1,35
4fhd,25,-1,49
4fhe,25,-1,49
4fhf,25,-1,41
4fhg,23,-1,13
4fhh,8,17,21
4fhi,8,17,21
4fhp,25,-1,15
4fht,24,27,46
4fhv,25,-1,15
4fhw,25,-1,15
4fi6,15,6,16
4fi7,15,6,16
4fi8,31,-1,5
4fia,11,-1,33
4fic,3,-1,5
4fik,5,22,26
4fil,25,-1,30
4fk6,46,-1,34
4fk7,4,-1,35
4fl0,44,-1,3
4fl1,27,-1,20
4fl2,27,-1,20
4fl3,2,-1,20
4flg,36,-1,7
4fli,47,-1,4
4flj,35,-1,12
4flk,47,-1,12
4fll,47,-1,4
4flp,20,-1,26
4fls,24,27,46
4fm6,20,-1,26
4fm7,27,16,20
4fm8,46,11,14
4fmj,19,-1,4
4fms,33,-1,19
4fmu,15,-1,0
4fmx,23,-1,13
4fny,21,-1,29
4fob,2,-1,14
4foc,19,-1,26
4foj,34,-1,36
4fou,33,-1,19
4foy,14,-1,17
4fp1,3,-1,25
4fp2,35,-1,10
4fpc,35,-1,10
4fpe,35,-1,10
4fpf,35,-1,10
4fph,14,-1,17
4fpj,14,-1,17
4fpk,35,-1,10
4fpl,11,-1,17
4fpy,14,-1,17
4fq4,11,-1,17
4fqt,25,-1,10
4fqw,43,2,9
4fr3,6,-1,48
4fra,43,1,9
4frb,27,-1,9
4frd,43,1,9
4fre,43,1,9
4frh,27,-1,20
4fri,46,12,14
4frj,27,16,20
4frk,46,11,14
4frl,27,1,20
4frm,27,1,9
4fro,43,1,9
4frp,43,1,9
4frq,43,1,9
4frz,42,-1,3
4fs3,34,-1,31
4ft8,13,-1,46
4fua,11,-1,18
4ful,14,-1,31
4fus,37,-1,35
4fut,24,-1,19
4fvq,14,-1,17
4fvr,48,-1,21
4fvt,34,-1,31
4fvw,15,15,0
4fvx,12,10,23
4fvy,15,9,0
4fvz,12,10,23
4fw0,12,10,23
4fwe,25,-1,16
4fwp,35,-1,29
4fx2,18,-1,2
4fx6,42,-1,3
4fx8,44,-1,3
4fxq,15,-1,0
4fxr,44,-1,3
4fyn,27,-1,14
4fyo,27,16,20
4fyr,34,-1,17
4fys,26,-1,36
4fyt,22,-1,17
4fyv,42,-1,28
4fyw,42,-1,28
4fyx,42,-1,28
4fyy,42,-1,28
4fyz,7,-1,30
4fz3,7,-1,30
4fz6,27,-1,20
4fzj,32,-1,0
4fzv,42,-1,3
4g01,17,-1,2
4g05,24,-1,46
4g09,15,-1,0
4g0p,13,-1,19
4g0q,44,-1,3
4g0s,42,-1,3
4g0y,26,-1,6
4g0z,13,-1,19
4g10,13,-1,19
4g16,3,-1,29
4g17,20,-1,12
4g19,24,-1,46
4g1c,13,-1,46
4g1n,36,-1,42
4g1q,34,-1,31
4g1x,36,-1,10
4g1z,8,-1,21
4g27,25,-1,1
4g28,11,-1,31
4g2g,38,-1,11
4g2h,48,-1,21
4g2i,8,17,21
4g2j,30,-1,30
4g2r,24,-1,46
4g2w,8,-1,21
4g2y,8,17,21
4g31,3,-1,16
4g33,3,-1,31
4g37,45,-1,13
4g3r,5,-1,39
4g44,36,-1,10
4g45,49,-1,10
4g46,36,-1,10
4g47,5,-1,4
4g48,36,-1,10
4g4p,0,-1,22
4g55,34,-1,1
4g5f,1,-1,6
4g5g,18,-1,47
4g5h,24,28,28
4g5y,42,-1,28
4g68,33,-1,19
4g6g,44,-1,19
4g6i,4,-1,48
4g74,42,-1,28
4g7a,39,-1,49
4g86,41,-1,25
4g87,23,-1,13
4g8b,41,-1,13
4g8c,31,-1,25
4g8m,0,-1,22
4g8n,10,-1,9
4g8r,23,-1,30
4g8v,41,-1,2
4g8y,10,-1,9
4g8z,34,-1,31
4g90,41,-1,2
4g95,5,-1,26
4g9e,36,-1,49
4g9l,35,-1,11
4g9n,24,27,46
4g9p,13,-1,19
4g9z,44,-1,3
4ga6,42,-1,28
4gab,35,-1,10
4gae,9,-1,27
4gah,15,-1,0
4gal,41,-1,3
4gb9,8,-1,12
4gbd,26,-1,23
4gbm,24,-1,19
4gbp,43,1,9
4gc1,13,-1,28
4gc4,44,-1,3
4gcp,33,-1,19
4gcq,12,-1,3
4gcs,33,-1,19
4gcz,42,-1,19
4gd9,37,-1,35
4gda,34,-1,6
4gde,14,-1,16
4gdp,34,-1,1
4gdx,34,-1,18
4ge2,14,-1,17
4geb,33,-1,35
4gee,7,-1,41
4gev,29,-1,8
4gfd,33,-1,35
4gfm,20,-1,26
4gfn,7,-1,41
4gfo,48,-1,21
4gg1,30,-1,30
4gg2,0,-1,18
4gg5,14,-1,10
4gg7,36,-1,7
4ggl,7,-1,41
4ggz,13,-1,46
4gh0,42,-1,28
4gh5,37,-1,3
4gh8,5,-1,26
4gi6,25,-1,2
4gi7,45,-1,42
4gih,9,-1,44
4gii,46,-1,14
4gim,26,-1,35
4giu,1,-1,35
4gix,44,-1,3
4gj2,48,-1,21
4gj3,9,-1,20
4gj5,34,-1,36
4gj8,34,-1,36
4gjc,39,-1,31
4gjq,17,-1,2
4gjs,37,-1,35
4gjv,13,-1,46
4gk2,35,-1,11
4gk3,21,-1,29
4gk4,35,-1,11
4gk8,23,-1,13
4gkm,18,-1,3
4gky,32,-1,23
4glj,44,-1,46
4gll,36,-1,8
4glw,24,-1,28
4gm0,30,-1,30
4gm1,30,-1,30
4gm4,7,-1,38
4gmm,30,-1,42
4gmu,10,-1,37
4gmw,10,-1,37
4gmy,2,-1,14
4gmz,49,-1,37
4gn8,44,-1,3
4gn9,44,-1,3
4gna,44,-1,3
4gnc,7,-1,2
4gni,26,-1,35
4gnl,10,-1,37
4gnm,10,-1,37
4gno,10,-1,37
4gnp,30,-1,42
4gnq,10,-1,37
4gnz,37,-1,35
4goj,49,-1,5
4gox,13,-1,46
4gp9,7,-1,38
4gpb,43,0,44
4gpe,10,-1,24
4gps,44,-1,19
4gpt,49,-1,11
4gqb,33,-1,23
4gqe,15,15,0
4gqi,26,-1,13
4gqn,4,-1,46
4gqp,6,-1,0
4gqq,44,-1,3
4gqr,44,-1,3
4gqy,13,-1,46
4gr0,28,-1,4
4gr1,32,-1,19
4gr3,28,-1,4
4gr5,36,-1,10
4gr8,28,-1,4
4gr9,13,-1,35
4grb,19,-1,11
4gsn,18,-1,3
4gss,12,-1,43
4gst,24,-1,46
4gsu,26,-1,19
4gsv,10,-1,24
4gsy,18,-1,47
4gsz,10,-1,32
4gt9,24,-1,28
4gta,24,-1,46
4gtb,24,-1,3
4gtc,24,-1,3
4gtd,24,-1,46
4gte,29,-1,3
4gtf,24,-1,3
4gtl,24,-1,46
4gtm,15,-1,0
4gto,25,-1,30
4gtr,35,-1,10
4gu6,31,-1,25
4gu9,3,-1,6
4gue,21,-1,29
4gv0,8,-1,33
4gv1,20,-1,12
4gv2,48,-1,21
4gv4,48,-1,21
4gv8,23,-1,35
4gvf,7,-1,41
4gvi,45,-1,35
4gvj,9,-1,44
4gvm,24,-1,46
4gvu,34,-1,18
4gvy,17,-1,2
4gw0,17,-1,2
4gw2,40,-1,2
4gw8,20,-1,12
4gwd,9,-1,32
4gwk,44,-1,3
4gxg,44,-1,3
4gxq,13,-1,19
4gxr,24,-1,19
4gxs,34,-1,31
4gy9,37,-1,28
4gye,14,-1,17
4gyi,42,-1,28
4gyj,7,-1,41
4gyk,7,-1,41
4gys,25,-1,25
4gyw,40,-1,27
4gyy,40,-1,27
4gz3,9,-1,32
4gzf,14,-1,17
4gzp,19,-1,4
4gzq,19,-1,11
4gzx,22,-1,17
4h03,3,-1,5
4h04,1,-1,35
4h0i,2,-1,4
4h0t,49,-1,5
4h0v,3,-1,5
4h0x,49,-1,5
4h0y,3,-1,5
4h12,8,17,21
4h1e,46,11,14
4h1j,43,-1,34
4h1m,14,-1,17
4h1u,42,-1,3
4h1v,1,-1,28
4h1y,31,-1,25
4h2b,45,-1,30
4h2d,13,-1,46
4h2f,41,-1,13
4h2g,41,-1,13
4h2i,31,-1,25
4h2s,32,-1,0
4h2t,32,-1,0
4h2u,31,-1,49
4h2v,31,-1,49
4h2w,11,-1,16
4h2x,35,-1,11
4h2y,15,-1,16
4h2z,44,-1,46
4h3b,14,-1,1
4h3f,27,16,20
4h3g,46,11,14
4h3i,27,16,20
4h3j,46,11,14
4h3k,41,-1,25
4h3p,21,-1,12
4h3q,20,-1,26
4h4c,40,-1,24
4h4d,40,-1,24
4h4e,10,-1,24
4h4l,33,-1,19
4h5c,17,-1,2
4h5d,44,-1,3
4h5e,41,-1,2
4h5t,2,-1,14
4h69,42,-1,28
4h6b,12,-1,43
4h75,24,-1,46
4h7c,25,-1,15
4h8i,30,-1,2
4h97,34,-1,18
4h9g,10,-1,9
4h9t,13,-1,46
4h9x,15,-1,49
4ha5,46,11,14
4ha6,4,-1,35
4hap,18,-1,2
4haq,10,-1,9
4hay,49,-1,11
4hb2,49,-1,29
4hb4,49,-1,11
4hbm,8,-1,21
4hbv,20,24,26
4hbw,2,-1,4
4hbx,20,-1,26
4hby,20,24,26
4hcz,24,27,46
4hdc,44,-1,3
4hdg,6,-1,45
4hdh,6,-1,15
4hdo,31,-1,5
4hdp,20,-1,26
4hdq,18,-1,2
4hdr,31,-1,25
4he1,24,27,46
4he2,42,-1,28
4hee,11,-1,31
4hej,13,-1,46
4heq,18,-1,2
4heu,28,-1,4
4hev,34,-1,31
4hey,5,21,26
4hf4,5,20,26
4hf8,31,-1,15
4hfp,47,-1,12
4hg7,8,-1,21
4hgd,24,-1,46
4hge,38,-1,34
4hgf,14,-1,33
4hgg,22,-1,17
4hgh,39,-1,33
4hgo,18,-1,3
4hgp,42,-1,3
4hgw,33,-1,23
4hia,25,-1,15
